City,District,Region,State,Zip
"Ford, KS",District #21,Central,KS,67842
"Ford, VA",District #07,East,VA,23850
"Ford, WA",District #33,West,WA,99013
"Fordland, MO",District #21,Central,MO,65652
"Fordoche, LA",District #24,Central,LA,70732
"Fords Branch, KY",District #19,East,KY,41526
"Fords, NJ",District #04,East,NJ,08863
"Fordsville, KY",District #25,Central,KY,42343
"Fordville, ND",District #32,Central,ND,58231
"Fordyce, AR",District #25,Central,AR,71742
"Fordyce, NE",District #32,Central,NE,68736
"Foreman, AR",District #25,Central,AR,71836
"Forest City, IA",District #28,Central,IA,50436
"Forest City, IL",District #29,Central,IL,61532
"Forest City, MO",District #30,Central,MO,64451
"Forest City, NC",District #11,East,NC,28043
"Forest City, PA",District #01,East,PA,18421
"Forest Dale, VT",District #01,East,VT,05745
"Forest Falls, CA",District #38,West,CA,92339
"Forest Grove, MT",District #33,West,MT,59441
"Forest Grove, OR",District #34,West,OR,97116
"Forest Grove, PA",District #04,East,PA,18922
"Forest Hill, LA",District #24,Central,LA,71430
"Forest Hill, MD",District #05,East,MD,21050
"Forest Hill, WV",District #15,East,WV,24935
"Forest Hills, KY",District #15,East,KY,41527
"Forest Hills, NY",District #03,East,NY,11375
"Forest Home, AL",District #09,East,AL,36030
"Forest Junction, WI",District #26,Central,WI,54123
"Forest Knolls, CA",District #36,West,CA,94933
"Forest Lake, MN",District #28,Central,MN,55025
"Forest Lakes, AZ",District #39,West,AZ,85931
"Forest Park, GA",District #09,East,GA,30297
"Forest Park, GA",District #09,East,GA,30298
"Forest Park, IL",District #31,Central,IL,60130
"Forest Ranch, CA",District #35,West,CA,95942
"Forest River, ND",District #32,Central,ND,58233
"Forest, IN",District #17,East,IN,46039
"Forest, LA",District #24,Central,LA,71242
"Forest, MS",District #24,Central,MS,39074
"Forest, OH",District #14,East,OH,45843
"Forest, VA",District #07,East,VA,24551
"Forestburg, TX",District #22,Central,TX,76239
"Forestburgh, NY",District #01,East,NY,12777
"Forestdale, MA",District #02,East,MA,02644
"Forestdale, RI",District #02,East,RI,02824
"Foresthill, CA",District #35,West,CA,95631
"Foreston, MN",District #28,Central,MN,56330
"Forestport, NY",District #01,East,NY,13338
"Forestville, CA",District #36,West,CA,95436
"Forestville, MI",District #18,East,MI,48434
"Forestville, NY",District #06,East,NY,14062
"Forestville, PA",District #13,East,PA,16035
"Forestville, WI",District #26,Central,WI,54213
"Forgan, OK",District #21,Central,OK,73938
"Foristell, MO",District #29,Central,MO,63348
"Fork Union, VA",District #07,East,VA,23055
"Fork, MD",District #05,East,MD,21051
"Fork, SC",District #11,East,SC,29543
"Forked River, NJ",District #04,East,NJ,08731
"Forkland, AL",District #24,Central,AL,36740
"Forks of Salmon, CA",District #35,West,CA,96031
"Forks, WA",District #34,West,WA,98331
"Forksville, PA",District #06,East,PA,18616
"Forman, ND",District #32,Central,ND,58032
"Formoso, KS",District #21,Central,KS,66942
"Forney, TX",District #22,Central,TX,75126
"Forrest City, AR",District #25,Central,AR,72335
"Forrest City, AR",District #25,Central,AR,72336
"Forrest, IL",District #29,Central,IL,61741
"Forreston, IL",District #27,Central,IL,61030
"Forreston, TX",District #22,Central,TX,76041
"Forsan, TX",District #22,Central,TX,79733
"Forsyth, GA",District #09,East,GA,31029
"Forsyth, IL",District #29,Central,IL,62535
"Forsyth, MO",District #21,Central,MO,65653
"Forsyth, MT",District #33,West,MT,59327
"Fort Ann, NY",District #01,East,NY,12827
"Fort Apache, AZ",District #39,West,AZ,85926
"Fort Ashby, WV",District #07,East,WV,26719
"Fort Atkinson, IA",District #27,Central,IA,52144
"Fort Atkinson, WI",District #27,Central,WI,53538
"Fort Bayard, NM",District #39,West,NM,88036
"Fort Belvoir, VA",District #07,East,VA,22060
"Fort Benning, GA",District #09,East,GA,31905
"Fort Benning, GA",District #09,East,GA,31995
"Fort Benton, MT",District #33,West,MT,59442
"Fort Bidwell, CA",District #35,West,CA,96112
"Fort Blackmore, VA",District #19,East,VA,24250
"Fort Bliss, TX",District #39,West,TX,79916
"Fort Bliss, TX",District #39,West,TX,79918
"Fort Bragg, CA",District #35,West,CA,95437
"Fort Bragg, NC",District #08,East,NC,28307
"Fort Bragg, NC",District #08,East,NC,28310
"Fort Branch, IN",District #25,Central,IN,47648
"Fort Bridger, WY",District #20,Central,WY,82933
"Fort Calhoun, NE",District #30,Central,NE,68023
"Fort Campbell, TN",District #19,East,TN,42223
"Fort Cobb, OK",District #22,Central,OK,73038
"Fort Collins, CO",District #20,Central,CO,80521
"Fort Collins, CO",District #20,Central,CO,80522
"Fort Collins, CO",District #20,Central,CO,80523
"Fort Collins, CO",District #20,Central,CO,80524
"Fort Collins, CO",District #20,Central,CO,80525
"Fort Collins, CO",District #20,Central,CO,80526
"Fort Collins, CO",District #20,Central,CO,80527
"Fort Collins, CO",District #20,Central,CO,80528
"Fort Collins, CO",District #20,Central,CO,80553
"Fort Covington, NY",District #01,East,NY,12937
"Fort Davis, AL",District #09,East,AL,36031
"Fort Davis, TX",District #22,Central,TX,79734
"Fort Defiance, AZ",District #39,West,AZ,86504
"Fort Defiance, VA",District #07,East,VA,24437
"Fort Deposit, AL",District #09,East,AL,36032
"Fort Dick, CA",District #35,West,CA,95538
"Fort Dix, NJ",District #04,East,NJ,08640
"Fort Dodge, IA",District #28,Central,IA,50501
"Fort Dodge, KS",District #21,Central,KS,67843
"Fort Drum, NY",District #01,East,NY,13602
"Fort Duchesne, UT",District #20,Central,UT,84026
"Fort Edward, NY",District #01,East,NY,12828
"Fort Eustis, VA",District #07,East,VA,23604
"Fort Gaines, GA",District #09,East,GA,39851
"Fort Garland, CO",District #20,Central,CO,81133
"Fort Gay, WV",District #15,East,WV,25514
"Fort George G Meade, MD",District #05,East,MD,20755
"Fort Gibson, OK",District #21,Central,OK,74434
"Fort Gratiot, MI",District #18,East,MI,48059
"Fort Greely, AK",District #34,West,AK,99731
"Fort Hall, ID",District #33,West,ID,83203
"Fort Hancock, TX",District #39,West,TX,79839
"Fort Harrison, MT",District #33,West,MT,59636
"Fort Hill, PA",District #13,East,PA,15540
"Fort Hood, TX",District #23,Central,TX,76544
"Fort Howard, MD",District #05,East,MD,21052
"Fort Huachuca, AZ",District #39,West,AZ,85613
"Fort Huachuca, AZ",District #39,West,AZ,85670
"Fort Hunter, NY",District #01,East,NY,12069
"Fort Irwin, CA",District #38,West,CA,92310
"Fort Jennings, OH",District #16,East,OH,45844
"Fort Johnson, NY",District #01,East,NY,12070
"Fort Jones, CA",District #35,West,CA,96032
"Fort Klamath, OR",District #35,West,OR,97626
"Fort Knox, KY",District #16,East,KY,40121
"Fort Knox, KY",District #16,East,KY,40122
"Fort Laramie, WY",District #20,Central,WY,82212
"Fort Lauderdale, FL",District #10,East,FL,33301
"Fort Lauderdale, FL",District #10,East,FL,33302
"Fort Lauderdale, FL",District #10,East,FL,33303
"Fort Lauderdale, FL",District #10,East,FL,33304
"Fort Lauderdale, FL",District #10,East,FL,33305
"Fort Lauderdale, FL",District #10,East,FL,33306
"Fort Lauderdale, FL",District #10,East,FL,33307
"Fort Lauderdale, FL",District #10,East,FL,33308
"Fort Lauderdale, FL",District #10,East,FL,33309
"Fort Lauderdale, FL",District #10,East,FL,33310
"Fort Lauderdale, FL",District #10,East,FL,33311
"Fort Lauderdale, FL",District #10,East,FL,33312
"Fort Lauderdale, FL",District #10,East,FL,33313
"Fort Lauderdale, FL",District #10,East,FL,33314
"Fort Lauderdale, FL",District #10,East,FL,33315
"Fort Lauderdale, FL",District #10,East,FL,33316
"Fort Lauderdale, FL",District #10,East,FL,33317
"Fort Lauderdale, FL",District #10,East,FL,33318
"Fort Lauderdale, FL",District #10,East,FL,33319
"Fort Lauderdale, FL",District #10,East,FL,33320
"Fort Lauderdale, FL",District #10,East,FL,33321
"Fort Lauderdale, FL",District #10,East,FL,33322
"Fort Lauderdale, FL",District #10,East,FL,33323
"Fort Lauderdale, FL",District #10,East,FL,33324
"Fort Lauderdale, FL",District #10,East,FL,33325
"Fort Lauderdale, FL",District #10,East,FL,33326
"Fort Lauderdale, FL",District #10,East,FL,33327
"Fort Lauderdale, FL",District #10,East,FL,33328
"Fort Lauderdale, FL",District #10,East,FL,33329
"Fort Lauderdale, FL",District #10,East,FL,33330
"Fort Lauderdale, FL",District #10,East,FL,33331
"Fort Lauderdale, FL",District #10,East,FL,33332
"Fort Lauderdale, FL",District #10,East,FL,33334
"Fort Lauderdale, FL",District #10,East,FL,33335
"Fort Lauderdale, FL",District #10,East,FL,33336
"Fort Lauderdale, FL",District #10,East,FL,33337
"Fort Lauderdale, FL",District #10,East,FL,33338
"Fort Lauderdale, FL",District #10,East,FL,33339
"Fort Lauderdale, FL",District #10,East,FL,33340
"Fort Lauderdale, FL",District #10,East,FL,33345
"Fort Lauderdale, FL",District #10,East,FL,33346
"Fort Lauderdale, FL",District #10,East,FL,33348
"Fort Lauderdale, FL",District #10,East,FL,33349
"Fort Lauderdale, FL",District #10,East,FL,33351
"Fort Lauderdale, FL",District #10,East,FL,33355
"Fort Lauderdale, FL",District #10,East,FL,33359
"Fort Lauderdale, FL",District #10,East,FL,33394
"Fort Lawn, SC",District #11,East,SC,29714
"Fort Leavenworth, KS",District #30,Central,KS,66027
"Fort Lee, NJ",District #03,East,NJ,07024
"Fort Lee, VA",District #07,East,VA,23801
"Fort Leonard Wood, MO",District #21,Central,MO,65473
"Fort Littleton, PA",District #05,East,PA,17223
"Fort Loramie, OH",District #16,East,OH,45845
"Fort Loudon, PA",District #05,East,PA,17224
"Fort Lupton, CO",District #20,Central,CO,80621
"Fort Lyon, CO",District #20,Central,CO,81038
"Fort Madison, IA",District #29,Central,IA,52627
"Fort Mc Coy, FL",District #12,East,FL,32134
"Fort Mc Kavett, TX",District #22,Central,TX,76841
"Fort Mcdowell, AZ",District #39,West,AZ,85264
"Fort Meade, FL",District #10,East,FL,33841
"Fort Meade, SD",District #32,Central,SD,57741
"Fort Mill, SC",District #11,East,SC,29707
"Fort Mill, SC",District #11,East,SC,29708
"Fort Mill, SC",District #11,East,SC,29715
"Fort Mill, SC",District #11,East,SC,29716
"Fort Mitchell, AL",District #09,East,AL,36856
"Fort Mitchell, VA",District #08,East,VA,23941
"Fort Mohave, AZ",District #39,West,AZ,86426
"Fort Mohave, AZ",District #39,West,AZ,86427
"Fort Monmouth, NJ",District #04,East,NJ,07703
"Fort Monroe, VA",District #07,East,VA,23651
"Fort Montgomery, NY",District #01,East,NY,10922
"Fort Morgan, CO",District #20,Central,CO,80701
"Fort Myer, VA",District #07,East,VA,22211
"Fort Myers Beach, FL",District #10,East,FL,33931
"Fort Myers Beach, FL",District #10,East,FL,33932
"Fort Myers, FL",District #10,East,FL,33900
"Fort Myers, FL",District #10,East,FL,33901
"Fort Myers, FL",District #10,East,FL,33902
"Fort Myers, FL",District #10,East,FL,33905
"Fort Myers, FL",District #10,East,FL,33906
"Fort Myers, FL",District #10,East,FL,33907
"Fort Myers, FL",District #10,East,FL,33908
"Fort Myers, FL",District #10,East,FL,33911
"Fort Myers, FL",District #10,East,FL,33912
"Fort Myers, FL",District #10,East,FL,33913
"Fort Myers, FL",District #10,East,FL,33916
"Fort Myers, FL",District #10,East,FL,33919
"Fort Myers, FL",District #10,East,FL,33965
"Fort Myers, FL",District #10,East,FL,33966
"Fort Myers, FL",District #10,East,FL,33967
"Fort Myers, FL",District #10,East,FL,33994
"Fort Necessity, LA",District #24,Central,LA,71243
"Fort Ogden, FL",District #10,East,FL,34267
"Fort Oglethorpe, GA",District #19,East,GA,30742
"Fort Payne, AL",District #09,East,AL,35967
"Fort Payne, AL",District #19,East,AL,35968
"Fort Peck, MT",District #33,West,MT,59223
"Fort Pierce, FL",District #10,East,FL,34945
"Fort Pierce, FL",District #10,East,FL,34946
"Fort Pierce, FL",District #10,East,FL,34947
"Fort Pierce, FL",District #10,East,FL,34948
"Fort Pierce, FL",District #10,East,FL,34949
"Fort Pierce, FL",District #10,East,FL,34950
"Fort Pierce, FL",District #10,East,FL,34951
"Fort Pierce, FL",District #10,East,FL,34954
"Fort Pierce, FL",District #10,East,FL,34979
"Fort Pierce, FL",District #10,East,FL,34981
"Fort Pierce, FL",District #10,East,FL,34982
"Fort Pierre, SD",District #32,Central,SD,57532
"Fort Plain, NY",District #01,East,NY,13339
"Fort Polk, LA",District #24,Central,LA,71459
"Fort Ransom, ND",District #32,Central,ND,58033
"Fort Recovery, OH",District #16,East,OH,45846
"Fort Riley, KS",District #30,Central,KS,66442
"Fort Ripley, MN",District #28,Central,MN,56449
"Fort Rock, OR",District #35,West,OR,97735
"Fort Rucker, AL",District #09,East,AL,36362
"Fort Scott, KS",District #21,Central,KS,66701
"Fort Shaw, MT",District #33,West,MT,59443
"Fort Sheridan, IL",District #31,Central,IL,60037
"Fort Sill, OK",District #22,Central,OK,73503
"Fort Smith, AR",District #25,Central,AR,72901
"Fort Smith, AR",District #25,Central,AR,72902
"Fort Smith, AR",District #25,Central,AR,72903
"Fort Smith, AR",District #25,Central,AR,72904
"Fort Smith, AR",District #25,Central,AR,72905
"Fort Smith, AR",District #25,Central,AR,72906
"Fort Smith, AR",District #25,Central,AR,72908
"Fort Smith, AR",District #25,Central,AR,72913
"Fort Smith, AR",District #25,Central,AR,72914
"Fort Smith, AR",District #25,Central,AR,72916
"Fort Smith, AR",District #25,Central,AR,72917
"Fort Smith, AR",District #25,Central,AR,72918
"Fort Smith, AR",District #25,Central,AR,72919
"Fort Smith, MT",District #33,West,MT,59035
"Fort Stanton, NM",District #22,Central,NM,88323
"Fort Stewart, GA",District #11,East,GA,31314
"Fort Stewart, GA",District #11,East,GA,31315
"Fort Stockton, TX",District #22,Central,TX,79735
"Fort Sumner, NM",District #22,Central,NM,88119
"Fort Supply, OK",District #21,Central,OK,73841
"Fort Thomas, AZ",District #39,West,AZ,85536
"Fort Thomas, KY",District #16,East,KY,41075
"Fort Thompson, SD",District #32,Central,SD,57339
"Fort Totten, ND",District #32,Central,ND,58335
"Fort Towson, OK",District #25,Central,OK,74735
"Fort Valley, GA",District #09,East,GA,31030
"Fort Valley, VA",District #07,East,VA,22652
"Fort Wainwright, AK",District #34,West,AK,99703
"Fort Walton Beach, FL",District #09,East,FL,32547
"Fort Walton Beach, FL",District #09,East,FL,32548
"Fort Walton Beach, FL",District #09,East,FL,32549
"Fort Washakie, WY",District #20,Central,WY,82514
"Fort Washington, MD",District #07,East,MD,20744
"Fort Washington, MD",District #07,East,MD,20749
"Fort Washington, PA",District #04,East,PA,19034
"Fort Washington, PA",District #04,East,PA,19048
"Fort Washington, PA",District #04,East,PA,19049
"Fort Wayne, IN",District #16,East,IN,46801
"Fort Wayne, IN",District #16,East,IN,46802
"Fort Wayne, IN",District #16,East,IN,46803
"Fort Wayne, IN",District #16,East,IN,46804
"Fort Wayne, IN",District #16,East,IN,46805
"Fort Wayne, IN",District #16,East,IN,46806
"Fort Wayne, IN",District #16,East,IN,46807
"Fort Wayne, IN",District #16,East,IN,46808
"Fort Wayne, IN",District #16,East,IN,46809
"Fort Wayne, IN",District #16,East,IN,46814
"Fort Wayne, IN",District #16,East,IN,46815
"Fort Wayne, IN",District #16,East,IN,46816
"Fort Wayne, IN",District #16,East,IN,46818
"Fort Wayne, IN",District #16,East,IN,46819
"Fort Wayne, IN",District #16,East,IN,46825
"Fort Wayne, IN",District #16,East,IN,46835
"Fort Wayne, IN",District #16,East,IN,46845
"Fort Wayne, IN",District #16,East,IN,46850
"Fort Wayne, IN",District #16,East,IN,46851
"Fort Wayne, IN",District #16,East,IN,46852
"Fort Wayne, IN",District #16,East,IN,46853
"Fort Wayne, IN",District #16,East,IN,46854
"Fort Wayne, IN",District #16,East,IN,46855
"Fort Wayne, IN",District #16,East,IN,46856
"Fort Wayne, IN",District #16,East,IN,46857
"Fort Wayne, IN",District #16,East,IN,46858
"Fort Wayne, IN",District #16,East,IN,46859
"Fort Wayne, IN",District #16,East,IN,46860
"Fort Wayne, IN",District #16,East,IN,46861
"Fort Wayne, IN",District #16,East,IN,46862
"Fort Wayne, IN",District #16,East,IN,46863
"Fort Wayne, IN",District #16,East,IN,46864
"Fort Wayne, IN",District #16,East,IN,46865
"Fort Wayne, IN",District #16,East,IN,46866
"Fort Wayne, IN",District #16,East,IN,46867
"Fort Wayne, IN",District #16,East,IN,46868
"Fort Wayne, IN",District #16,East,IN,46869
"Fort Wayne, IN",District #16,East,IN,46885
"Fort Wayne, IN",District #16,East,IN,46895
"Fort Wayne, IN",District #16,East,IN,46896
"Fort Wayne, IN",District #16,East,IN,46897
"Fort Wayne, IN",District #16,East,IN,46898
"Fort Wayne, IN",District #16,East,IN,46899
"Fort White, FL",District #12,East,FL,32038
"Fort Wingate, NM",District #39,West,NM,87316
"Fort Worth, TX",District #22,Central,TX,76101
"Fort Worth, TX",District #22,Central,TX,76102
"Fort Worth, TX",District #22,Central,TX,76103
"Fort Worth, TX",District #22,Central,TX,76104
"Fort Worth, TX",District #22,Central,TX,76105
"Fort Worth, TX",District #22,Central,TX,76106
"Fort Worth, TX",District #22,Central,TX,76107
"Fort Worth, TX",District #22,Central,TX,76108
"Fort Worth, TX",District #22,Central,TX,76109
"Fort Worth, TX",District #22,Central,TX,76110
"Fort Worth, TX",District #22,Central,TX,76111
"Fort Worth, TX",District #22,Central,TX,76112
"Fort Worth, TX",District #22,Central,TX,76113
"Fort Worth, TX",District #22,Central,TX,76114
"Fort Worth, TX",District #22,Central,TX,76115
"Fort Worth, TX",District #22,Central,TX,76116
"Fort Worth, TX",District #22,Central,TX,76118
"Fort Worth, TX",District #22,Central,TX,76119
"Fort Worth, TX",District #22,Central,TX,76120
"Fort Worth, TX",District #22,Central,TX,76121
"Fort Worth, TX",District #22,Central,TX,76122
"Fort Worth, TX",District #22,Central,TX,76123
"Fort Worth, TX",District #22,Central,TX,76124
"Fort Worth, TX",District #22,Central,TX,76126
"Fort Worth, TX",District #22,Central,TX,76129
"Fort Worth, TX",District #22,Central,TX,76130
"Fort Worth, TX",District #22,Central,TX,76131
"Fort Worth, TX",District #22,Central,TX,76132
"Fort Worth, TX",District #22,Central,TX,76133
"Fort Worth, TX",District #22,Central,TX,76134
"Fort Worth, TX",District #22,Central,TX,76135
"Fort Worth, TX",District #22,Central,TX,76136
"Fort Worth, TX",District #22,Central,TX,76137
"Fort Worth, TX",District #22,Central,TX,76140
"Fort Worth, TX",District #22,Central,TX,76147
"Fort Worth, TX",District #22,Central,TX,76148
"Fort Worth, TX",District #22,Central,TX,76150
"Fort Worth, TX",District #22,Central,TX,76155
"Fort Worth, TX",District #22,Central,TX,76161
"Fort Worth, TX",District #22,Central,TX,76162
"Fort Worth, TX",District #22,Central,TX,76163
"Fort Worth, TX",District #22,Central,TX,76164
"Fort Worth, TX",District #22,Central,TX,76166
"Fort Worth, TX",District #22,Central,TX,76177
"Fort Worth, TX",District #22,Central,TX,76179
"Fort Worth, TX",District #22,Central,TX,76181
"Fort Worth, TX",District #22,Central,TX,76185
"Fort Worth, TX",District #22,Central,TX,76191
"Fort Worth, TX",District #22,Central,TX,76192
"Fort Worth, TX",District #22,Central,TX,76193
"Fort Worth, TX",District #22,Central,TX,76195
"Fort Worth, TX",District #22,Central,TX,76196
"Fort Worth, TX",District #22,Central,TX,76197
"Fort Worth, TX",District #22,Central,TX,76198
"Fort Worth, TX",District #22,Central,TX,76199
"Fort Yates, ND",District #32,Central,ND,58538
"Fort Yukon, AK",District #34,West,AK,99740
"Fortescue, NJ",District #04,East,NJ,08321
"Fortine, MT",District #33,West,MT,59918
"Fortson, GA",District #09,East,GA,31808
"Fortuna, CA",District #35,West,CA,95540
"Fortuna, MO",District #30,Central,MO,65034
"Fortuna, ND",District #32,Central,ND,58844
"Fortville, IN",District #17,East,IN,46040
"Foss, OK",District #21,Central,OK,73647
"Fossil, OR",District #35,West,OR,97830
"Fosston, MN",District #32,Central,MN,56542
"Foster City, MI",District #26,Central,MI,49834
"Foster, KY",District #16,East,KY,41043
"Foster, MO",District #30,Central,MO,64745
"Foster, OK",District #22,Central,OK,73434
"Foster, OR",District #35,West,OR,97345
"Foster, RI",District #02,East,RI,02825
"Foster, VA",District #07,East,VA,23056
"Foster, WV",District #15,East,WV,25081
"Fosters, AL",District #19,East,AL,35463
"Fosterville, TN",District #19,East,TN,37063
"Fostoria, IA",District #28,Central,IA,51340
"Fostoria, KS",District #30,Central,KS,66426
"Fostoria, MI",District #18,East,MI,48435
"Fostoria, OH",District #14,East,OH,44830
"Fouke, AR",District #25,Central,AR,71837
"Fountain City, IN",District #16,East,IN,47341
"Fountain City, WI",District #27,Central,WI,54629
"Fountain Green, UT",District #33,West,UT,84632
"Fountain Hill, AR",District #24,Central,AR,71642
"Fountain Hills, AZ",District #39,West,AZ,85268
"Fountain Hills, AZ",District #39,West,AZ,85269
"Fountain Inn, SC",District #11,East,SC,29644
"Fountain Run, KY",District #19,East,KY,42133
"Fountain Valley, CA",District #37,West,CA,92708
"Fountain Valley, CA",District #37,West,CA,92728
"Fountain, CO",District #20,Central,CO,80817
"Fountain, FL",District #09,East,FL,32438
"Fountain, MI",District #18,East,MI,49410
"Fountain, MN",District #28,Central,MN,55935
"Fountain, NC",District #08,East,NC,27829
"Fountaintown, IN",District #17,East,IN,46130
"Fountainville, PA",District #04,East,PA,18923
"Four Corners, WY",District #32,Central,WY,82715
"Four Lakes, WA",District #33,West,WA,99014
"Four Oaks, NC",District #08,East,NC,27524
"Four States, WV",District #13,East,WV,26572
"Fourmile, KY",District #19,East,KY,40939
"Fowler, CA",District #36,West,CA,93625
"Fowler, CO",District #20,Central,CO,81039
"Fowler, IL",District #29,Central,IL,62338
"Fowler, IN",District #17,East,IN,47944
"Fowler, KS",District #21,Central,KS,67844
"Fowler, MI",District #18,East,MI,48835
"Fowler, OH",District #14,East,OH,44418
"Fowlerton, IN",District #17,East,IN,46930
"Fowlerton, TX",District #23,Central,TX,78021
"Fowlerville, MI",District #18,East,MI,48836
"Fowlstown, GA",District #12,East,GA,39852
"Fox Island, WA",District #34,West,WA,98333
"Fox Lake, IL",District #31,Central,IL,60020
"Fox Lake, WI",District #26,Central,WI,53933
"Fox River Grove, IL",District #31,Central,IL,60021
"Fox Valley, IL",District #31,Central,IL,60599
"Fox, AR",District #25,Central,AR,72051
"Fox, OK",District #22,Central,OK,73435
"Foxboro, MA",District #02,East,MA,02035
"Foxboro, WI",District #28,Central,WI,54836
"Foxburg, PA",District #13,East,PA,16036
"Foxhome, MN",District #32,Central,MN,56543
"Foxworth, MS",District #24,Central,MS,39483
"Foyil, OK",District #21,Central,OK,74031
"Frackville, PA",District #03,East,PA,17931
"Frackville, PA",District #03,East,PA,17932
"Frakes, KY",District #19,East,KY,40940
"Frametown, WV",District #15,East,WV,26623
"Francesville, IN",District #17,East,IN,47946
"Francis Creek, WI",District #26,Central,WI,54214
"Francis, OK",District #21,Central,OK,74844
"Francisco, IN",District #25,Central,IN,47649
"Francitas, TX",District #23,Central,TX,77961
"Franconia, PA",District #04,East,PA,18924
"Frankenmuth, MI",District #18,East,MI,48734
"Frankenmuth, MI",District #18,East,MI,48787
"Frankewing, TN",District #19,East,TN,38459
"Frankford, DE",District #05,East,DE,19945
"Frankford, MO",District #29,Central,MO,63441
"Frankford, WV",District #15,East,WV,24938
"Frankfort Heights, IL",District #25,Central,IL,62840
"Frankfort, IL",District #31,Central,IL,60423
"Frankfort, IN",District #17,East,IN,46041
"Frankfort, KS",District #30,Central,KS,66427
"Frankfort, KY",District #16,East,KY,40601
"Frankfort, KY",District #16,East,KY,40602
"Frankfort, KY",District #16,East,KY,40603
"Frankfort, KY",District #16,East,KY,40604
"Frankfort, KY",District #16,East,KY,40618
"Frankfort, KY",District #16,East,KY,40619
"Frankfort, KY",District #16,East,KY,40620
"Frankfort, KY",District #16,East,KY,40621
"Frankfort, KY",District #16,East,KY,40622
"Frankfort, MI",District #18,East,MI,49635
"Frankfort, NY",District #01,East,NY,13340
"Frankfort, OH",District #15,East,OH,45628
"Frankfort, SD",District #32,Central,SD,57440
"Franklin Furnace, OH",District #15,East,OH,45629
"Franklin Grove, IL",District #27,Central,IL,61031
"Franklin Lakes, NJ",District #03,East,NJ,07417
"Franklin Park, IL",District #31,Central,IL,60131
"Franklin Park, NJ",District #04,East,NJ,08823
"Franklin Springs, GA",District #09,East,GA,30639
"Franklin Springs, NY",District #01,East,NY,13341
"Franklin Square, NY",District #03,East,NY,11010
"Franklin, AL",District #24,Central,AL,36444
"Franklin, AR",District #25,Central,AR,72536
"Franklin, GA",District #09,East,GA,30217
"Franklin, ID",District #33,West,ID,83237
"Franklin, IL",District #29,Central,IL,62638
"Franklin, IN",District #17,East,IN,46131
"Franklin, KS",District #21,Central,KS,66735
"Franklin, KY",District #19,East,KY,42134
"Franklin, KY",District #19,East,KY,42135
"Franklin, LA",District #24,Central,LA,70538
"Franklin, MA",District #02,East,MA,02038
"Franklin, MI",District #18,East,MI,48025
"Franklin, MN",District #28,Central,MN,55333
"Franklin, MO",District #29,Central,MO,65250
"Franklin, NC",District #19,East,NC,28734
"Franklin, NC",District #19,East,NC,28744
"Franklin, NE",District #30,Central,NE,68939
"Franklin, NJ",District #03,East,NJ,07416
"Franklin, NY",District #01,East,NY,13775
"Franklin, OH",District #16,East,OH,45005
"Franklin, PA",District #13,East,PA,16323
"Franklin, TN",District #19,East,TN,37064
"Franklin, TN",District #19,East,TN,37065
"Franklin, TN",District #19,East,TN,37067
"Franklin, TN",District #19,East,TN,37068
"Franklin, TN",District #19,East,TN,37069
"Franklin, TX",District #23,Central,TX,77856
"Franklin, VA",District #07,East,VA,23851
"Franklin, WI",District #26,Central,WI,53132
"Franklin, WV",District #07,East,WV,26807
"Franklinton, LA",District #24,Central,LA,70438
"Franklinton, NC",District #08,East,NC,27525
"Franklintown, PA",District #05,East,PA,17323
"Franklinville, NC",District #08,East,NC,27248
"Franklinville, NJ",District #04,East,NJ,08322
"Franklinville, NY",District #06,East,NY,14737
"Frankston, TX",District #24,Central,TX,75763
"Franksville, WI",District #31,Central,WI,53126
"Frankton, IN",District #17,East,IN,46044
"Franktown, CO",District #20,Central,CO,80116
"Franktown, VA",District #07,East,VA,23354
"Frankville, AL",District #24,Central,AL,36538
"Frannie, WY",District #33,West,WY,82423
"Fraser, CO",District #20,Central,CO,80442
"Fraser, MI",District #18,East,MI,48026
"Frazee, MN",District #32,Central,MN,56544
"Frazer, MT",District #32,Central,MT,59225
"Frazeysburg, OH",District #15,East,OH,43822
"Frazier Park, CA",District #37,West,CA,93225
"Fraziers Bottom, WV",District #15,East,WV,25082
"Fred, TX",District #24,Central,TX,77616
"Frederic, MI",District #18,East,MI,49733
"Frederic, WI",District #28,Central,WI,54837
"Frederica, DE",District #04,East,DE,19946
"Frederick, CO",District #20,Central,CO,80530
"Frederick, IL",District #29,Central,IL,62639
"Frederick, MD",District #05,East,MD,21701
"Frederick, MD",District #05,East,MD,21702
"Frederick, MD",District #05,East,MD,21703
"Frederick, MD",District #05,East,MD,21704
"Frederick, MD",District #05,East,MD,21705
"Frederick, MD",District #05,East,MD,21709
"Frederick, OK",District #22,Central,OK,73542
"Frederick, PA",District #04,East,PA,19435
"Frederick, SD",District #32,Central,SD,57441
"Fredericksburg, IA",District #27,Central,IA,50630
"Fredericksburg, IN",District #16,East,IN,47120
"Fredericksburg, OH",District #14,East,OH,44627
"Fredericksburg, PA",District #05,East,PA,17026
"Fredericksburg, TX",District #23,Central,TX,78624
"Fredericksburg, VA",District #07,East,VA,22401
"Fredericksburg, VA",District #07,East,VA,22402
"Fredericksburg, VA",District #07,East,VA,22403
"Fredericksburg, VA",District #07,East,VA,22404
"Fredericksburg, VA",District #07,East,VA,22405
"Fredericksburg, VA",District #07,East,VA,22406
